,norank,superkingdom,kingdom,phylum,subphylum,class,order,family,genus,species,subtree,subtree_rank
KU310919,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Saccostrea_33508,Saccostrea mytiloides_413180,,phylum
KX263250,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus venulatus_289052,,phylum
MF491555,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus vulcanus_1443310,,phylum
KY776454,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Elseya_44496,Elseya dentata_44497,,subphylum
ON881148,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Potamilus_52399,Potamilus streckersoni_2493646,,phylum
MF785092,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Chromodorididae_71294,Hypselodoris_71310,Hypselodoris bullocki_589673,,phylum
MW550292,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Muricidae_39476,Drupa_500099,Drupa morum_508920,,phylum
KF667521,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Arcoida_6552,Arcidae_6553,Anadara_6554,Anadara sativa_1028096,,phylum
AY823624,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus edulis_6550,,phylum
FJ618559,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Larimichthys_215357,Larimichthys polyactis_334908,,class
LC589171,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Nodularia_1830174,Nodularia douglasiae_1830228,,phylum
KX621134,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Ambassidae_205120,Ambassis_390299,Ambassis gymnocephalus_1045542,,class
MN164429,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Psammobiidae_61354,Gari_457750,Gari togata_2774046,,phylum
JN105356,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Cyprinus carpio wuyuanensis x Carassius auratus_1045278,,order
MN400054,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Olividae_57613,Amalda_698012,Amalda fuscolingua_2878513,,phylum
MN885911,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Alligatoridae_1294636,Melanosuchus_38655,Melanosuchus niger_38656,,subphylum
GQ303444,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,natural gynogenetic Carassius auratus red var._657187,,order
KM580068,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Hiatellidae_61359,Panopea_61360,Panopea globosa_1237092,,phylum
HQ424447,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Babylonia_128466,Babylonia lutosa_128467,,phylum
MN597063,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Littorinidae_31212,Littorina_31213,Littorina brevicula_45748,,phylum
MT554036,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus rhombifer_184239,,subphylum
MT123331,Caenogastropoda incertae sedis_977772,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Provannidae_71810,Alviniconcha_12927,Alviniconcha boucheti_1491183,,phylum
MF148855,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Reticunassa_1885924,Reticunassa festiva_1052094,,phylum
AP012490,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Malacanthidae_30851,Hoplolatilus_274801,Hoplolatilus cuniculus_1206906,,class
KR363149,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sillaginidae_30874,Sillago_43257,Sillago japonica_43258,,class
MG979465,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Tateidae_1345660,Potamopyrgus_145636,Potamopyrgus antipodarum_145637,,phylum
MW194095,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Tritia_1912890,Tritia ovoidea_1934734,,phylum
KX298891,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Turbinidae_63671,Astralium_307056,Astralium haematragum_307057,,phylum
KP965877,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Genicanthus_109911,Genicanthus bellus_1156109,,class
KR870991,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Genicanthus_109911,Genicanthus melanospilos_109923,,class
KC351186,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Squaliobarbus curriculus x Ctenopharyngodon idella_1286311,,order
MH140428,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Penion_128481,Penion chathamensis_130476,,phylum
OM273027,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Phyllidiidae_71377,Phyllidia_71378,Phyllidia elegans_71379,,phylum
MK395169,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Nerita_52927,Nerita yoldii_537798,,phylum
KY270856,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Bathymodiolus_12965,Bathymodiolus manusensis_857502,,phylum
MG786489,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Muricidae_39476,Chicoreus_622440,Chicoreus torrefactus_693199,,phylum
MW662590,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Venus_55714,Venus verrucosa_55715,,phylum
HM856637,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Utterbackia_52382,Utterbackia imbecillis_52383,,phylum
KF030966,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Anodonta_47527,Anodonta anatina_143294,,phylum
MT254059,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Antigona_345432,Antigona lamellaris_345433,,phylum
MT312227,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Peltospiridae_55007,Gigantopelta_1735270,Gigantopelta aegis_1735272,,phylum
LC565707,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Nerita_52927,Nerita japonica_537776,,phylum
LC574978,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Geoemyda_204959,Geoemyda japonica_204960,,subphylum
AP014562,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Bathymodiolus_12965,Bathymodiolus septemdierum_220392,,phylum
MW242816,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Hyriopsis_165449,Hyriopsis bialata_1903487,,phylum
MH330330,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Perumytilus_1605177,Perumytilus purpuratus_390823,,phylum
AY365193,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Lampsilis_52392,Lampsilis ornata_81578,,phylum
X83390,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Clausiliidae_27818,Albinaria_27819,Albinaria caerulea_42349,,phylum
GQ463598,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Meretrix_74490,Meretrix meretrix_291251,,phylum
MN175602,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Lymnaeidae_6521,Ampullaceana_2529395,Ampullaceana lagotis_161081,,phylum
JF742646,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Heosemys_55546,Heosemys annandalii_260624,,subphylum
KP013100,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Centropyge_109718,Centropyge bispinosa_586785,,class
KP244452,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Meretrix_74490,Meretrix lamarckii_157363,,phylum
MW694825,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Clithon_119399,Clithon corona_537759,,phylum
MF480756,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Planorbidae_6524,Biomphalaria_6525,Biomphalaria straminea_112526,,phylum
HM488007,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus palustris_184238,,subphylum
MH198159,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Aeneator_619912,Aeneator recens_619922,,phylum
AB979450,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacentridae_30863,Amphiprion_80969,Amphiprion percula_161767,,class
MN419027,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Naticidae_208830,Paratectonatica_2763648,Paratectonatica tigrina_2763649,,phylum
KR870992,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Centropyge_109718,Centropyge heraldi_586788,,class
KP244451,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Meretrix_74490,Meretrix lamarckii_157363,,phylum
FJ415225,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Pectinida_106218,Pectinidae_6566,Mimachlamys_50416,Mimachlamys nobilis_106276,,phylum
KT275257,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Centropyge_109718,Centropyge flavissima_586787,,class
KP973960,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Centropyge_109718,Centropyge flavissima_586787,,class
LC498622,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Sinohyriopsis_2706149,Sinohyriopsis schlegelii_2706150,,phylum
KM192125,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
KP965876,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Genicanthus_109911,Genicanthus semifasciatus_1680712,,class
MK256614,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Pleuroceridae_53506,Koreoleptoxis_364281,Koreoleptoxis nodifila_874459,,phylum
KU559010,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Potamilus_52399,Potamilus alatus_81573,,phylum
KP716637,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Columbellidae_74056,Columbella_1665551,Columbella adansoni_1665552,,phylum
KU310915,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Saccostrea_33508,Saccostrea echinata_191078,,phylum
KF211426,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Johnius_240164,Johnius belangerii_240165,,class
DQ010541,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Centropomidae_8184,Lates_8186,Lates calcarifer_8187,,class
U82228,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Coelacanthiformes_7894,Coelacanthidae_7895,Latimeria_7896,Latimeria chalumnae_7897,,subphylum
MT554035,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus siamensis_68455,,subphylum
MN477254,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Nerita_52927,Nerita undata_335533,,phylum
JN398366,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Solecurtidae_282291,Sinonovacula_98309,Sinonovacula constricta_98310,,phylum
GU475132,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Systellommatophora_36931,Onchidiidae_42451,Platevindex_637514,Platevindex mortoni_637517,,phylum
KJ855255,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Crassostrea_6564,Crassostrea sikamea_94324,,phylum
KT001074,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Camaenidae_83226,Camaena_234975,Camaena poyuensis_1708535,,phylum
KX816868,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Heosemys_55546,Heosemys grandis_74912,,subphylum
KX929060,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Otolithes_334906,Otolithes ruber_334907,,class
MW727516,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Myidae_6602,Mya_6603,Mya arenaria_6604,,phylum
OM935748,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Emydidae_8476,Pseudemys_270251,Pseudemys peninsularis_580248,,subphylum
AB729113,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Arcoida_6552,Arcidae_6553,Anadara_6554,Anadara broughtonii_148819,,phylum
MT733244,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Trochidae_6466,Monodonta_43340,Monodonta labio_74046,,phylum
MF687348,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Cuneopsis_165447,Cuneopsis heudei_232579,,phylum
MT947388,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Calyptogena_6589,Calyptogena extenta_593579,,phylum
JQ048935,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sillaginidae_30874,Sillago_43257,Sillago sihama_435225,,class
MH198156,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Antarctoneptunea_619947,Antarctoneptunea benthicola_2175164,,phylum
KP218262,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Chaetodontoplus_109720,Chaetodontoplus mesoleucus_272785,,class
AM493869,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Alligatoridae_1294636,Paleosuchus_38657,Paleosuchus trigonatus_38658,,subphylum
EU339149,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Larimichthys_215357,Larimichthys crocea_215358,,class
MK488031,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Helicidae_6533,Helix_6534,Helix pomatia_6536,,phylum
JQ970425,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Perna_38948,Perna viridis_73031,,phylum
KM192133,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
MH198170,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Penion_128481,Penion ormesi_620539,,phylum
MT727024,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus rhombifer_184239,,subphylum
KT990126,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Nacellidae_72685,Nacella_72686,Nacella concinna_87956,,phylum
MZ157283,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Strombidae_69694,Aliger_2849128,Aliger gigas_291982,,phylum
MF958503,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sillaginidae_30874,Sillago_43257,Sillago ingenuua_443724,,class
DQ632743,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Cardiidae_55708,Acanthocardia_241153,Acanthocardia tuberculata_385555,,phylum
MN604402,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Babylonia_128466,Babylonia zeylanica_619971,,phylum
MH198160,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Kelletia_128478,Kelletia lischkei_128479,,phylum
MW662604,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Venus_55714,Venus verrucosa_55715,,phylum
KU342665,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Vitta_537802,Vitta usnea_1352293,,phylum
KJ643927,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Protonibea_335059,Protonibea diacanthus_335060,,class
KP892752,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Nautilida_32578,Nautilidae_34571,Allonautilus_763073,Allonautilus scrobiculatus_34575,,phylum
KJ801831,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Megalobrama amblycephala x Ancherythroculter nigrocauda_1523555,,order
MH346212,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Nassarius_6484,Nassarius jacksonianus_1406389,,phylum
GQ903705,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Carassius auratus x Megalobrama amblycephala tetraploid hybrid_678550,,order
FJ469674,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Mauremys_74925,Mauremys reevesii_260615,,subphylum
